"IL_157D_001","1"
"IL_157D_002","1"
"IL_165D_001","1"
"IL_17RA_001","5"
"IL_17RA_002","2"
"IL_17RA_003","2"
"IL_17RA_004","2"
"IL_17RA_005","2"
"IL_17RA_006","3"
"IL_1A1T_010","4"
"IL_1A1T_001","4"
"IL_1A3M_001","4"
"IL_1A3M_002","4"
"IL_1A4D_001","4"
"IL_1A51_001","5"
"IL_1A51_002","6"
"IL_1A9L_001","6"
"IL_1A9L_002","7"
"IL_1AJL_001","7"
"IL_1AJT_001","7"
"IL_1AJU_001","8"
"IL_1AJU_002","9"
"IL_1AJU_003","10"
"IL_1AJU_004","11"
"IL_1AJU_005","12"
"IL_1AJU_006","12"
"IL_1AJU_007","12"
